ECU0: LK, ECU1: CC
5030, ECU1: CC, 0
5040, ECU0: LK, 1
5040, ECU1: CC, 1
5050, ECU0: LK, 0
5050, ECU1: CC, 0
5060, ECU0: LK, 1
5060, ECU1: CC, 1
5070, ECU0: LK, 0
5070, ECU1: CC, 0
5080, ECU0: LK, 1
5080, ECU1: CC, 1
5090, ECU0: LK, 0
5090, ECU1: CC, 0
5100, ECU0: LK, 1
5100, ECU1: CC, 1
5110, ECU0: LK, 0
5110, ECU1: CC, 0
5120, ECU0: LK, 1
5120, ECU1: CC, 1
5130, ECU0: LK, 0
5130, ECU1: CC, 0
5140, ECU0: LK, 1
5140, ECU1: CC, 1
5150, ECU0: LK, 0
5150, ECU1: CC, 0
5160, ECU0: LK, 1
5160, ECU1: CC, 1
5170, ECU0: LK, 0
5170, ECU1: CC, 0
5180, ECU0: LK, 1
5180, ECU1: CC, 1
5190, ECU0: LK, 0
5190, ECU1: CC, 0
5200, ECU0: LK, 1
5200, ECU1: CC, 1
5210, ECU0: LK, 0
5210, ECU1: CC, 0
5220, ECU0: LK, 1
5220, ECU1: CC, 1
5230, ECU0: LK, 0
5230, ECU1: CC, 0
5240, ECU0: LK, 1
5240, ECU1: CC, 1
5250, ECU0: LK, 0
5250, ECU1: CC, 0
5260, ECU0: LK, 1
5260, ECU1: CC, 1
5270, ECU0: LK, 0
5270, ECU1: CC, 0
5280, ECU0: LK, 1
5280, ECU1: CC, 1
5290, ECU0: LK, 0
5290, ECU1: CC, 0
5300, ECU0: LK, 1
5300, ECU1: CC, 1
5310, ECU0: LK, 0
5310, ECU1: CC, 0
5320, ECU0: LK, 1
5320, ECU1: CC, 1
5330, ECU0: LK, 0
5330, ECU1: CC, 0
5340, ECU0: LK, 1
5340, ECU1: CC, 1
5350, ECU0: LK, 0
5350, ECU1: CC, 0
5360, ECU0: LK, 1
5360, ECU1: CC, 1
5370, ECU0: LK, 0
5370, ECU1: CC, 0
5380, ECU0: LK, 1
5380, ECU1: CC, 1
5390, ECU0: LK, 0
5390, ECU1: CC, 0
5400, ECU0: LK, 1
5400, ECU1: CC, 1
5410, ECU0: LK, 0
5410, ECU1: CC, 0
5420, ECU0: LK, 1
5420, ECU1: CC, 1
5430, ECU0: LK, 0
5430, ECU1: CC, 0
5440, ECU0: LK, 1
5440, ECU1: CC, 1
5450, ECU0: LK, 0
5450, ECU1: CC, 0
5460, ECU0: LK, 1
5460, ECU1: CC, 1
5470, ECU0: LK, 0
5470, ECU1: CC, 0
5480, ECU0: LK, 1
5480, ECU1: CC, 1
5490, ECU0: LK, 0
5490, ECU1: CC, 0
5500, ECU0: LK, 1
5500, ECU1: CC, 1
5510, ECU0: LK, 0
5510, ECU1: CC, 0
5520, ECU0: LK, 1
5520, ECU1: CC, 1
5530, ECU0: LK, 0
5530, ECU1: CC, 0
5540, ECU0: LK, 1
5540, ECU1: CC, 1
5550, ECU0: LK, 0
5550, ECU1: CC, 0
5560, ECU0: LK, 1
5560, ECU1: CC, 1
5570, ECU0: LK, 0
5570, ECU1: CC, 0
5580, ECU0: LK, 1
5580, ECU1: CC, 1
5590, ECU0: LK, 0
5590, ECU1: CC, 0
5600, ECU0: LK, 1
5600, ECU1: CC, 1
5610, ECU0: LK, 0
5610, ECU1: CC, 0
5620, ECU0: LK, 1
5620, ECU1: CC, 1
5630, ECU0: LK, 0
5630, ECU1: CC, 0
5640, ECU0: LK, 1
5640, ECU1: CC, 1
5650, ECU0: LK, 0
5650, ECU1: CC, 0
5660, ECU0: LK, 1
5660, ECU1: CC, 1
5670, ECU0: LK, 0
5670, ECU1: CC, 0
5680, ECU0: LK, 1
5680, ECU1: CC, 1
5690, ECU0: LK, 0
5690, ECU1: CC, 0
5700, ECU0: LK, 1
5700, ECU1: CC, 1
5710, ECU0: LK, 0
5710, ECU1: CC, 0
5720, ECU0: LK, 1
5720, ECU1: CC, 1
5730, ECU0: LK, 0
5730, ECU1: CC, 0
5740, ECU0: LK, 1
5740, ECU1: CC, 1
5750, ECU0: LK, 0
5750, ECU1: CC, 0
5760, ECU0: LK, 1
5760, ECU1: CC, 1
5770, ECU0: LK, 0
5770, ECU1: CC, 0
5780, ECU0: LK, 1
5780, ECU1: CC, 1
5790, ECU0: LK, 0
5790, ECU1: CC, 0
5800, ECU0: LK, 1
5800, ECU1: CC, 1
5810, ECU0: LK, 0
5810, ECU1: CC, 0
5820, ECU0: LK, 1
5820, ECU1: CC, 1
5830, ECU0: LK, 0
5830, ECU1: CC, 0
5840, ECU0: LK, 1
5840, ECU1: CC, 1
5850, ECU0: LK, 0
5850, ECU1: CC, 0
5860, ECU0: LK, 1
5860, ECU1: CC, 1
5870, ECU0: LK, 0
5870, ECU1: CC, 0
5880, ECU0: LK, 1
5880, ECU1: CC, 1
5890, ECU0: LK, 0
5890, ECU1: CC, 0
5900, ECU0: LK, 1
5900, ECU1: CC, 1
5910, ECU0: LK, 0
5910, ECU1: CC, 0
5920, ECU0: LK, 1
5920, ECU1: CC, 1
5930, ECU0: LK, 0
5930, ECU1: CC, 0
5940, ECU0: LK, 1
5940, ECU1: CC, 1
5950, ECU0: LK, 0
5950, ECU1: CC, 0
5960, ECU0: LK, 1
5960, ECU1: CC, 1
5970, ECU0: LK, 0
5970, ECU1: CC, 0
5980, ECU0: LK, 1
5980, ECU1: CC, 1
5990, ECU0: LK, 0
5990, ECU1: CC, 0
6000, ECU0: LK, 1
6000, ECU1: CC, 1
6010, ECU0: LK, 0
6010, ECU1: CC, 0
6020, ECU0: LK, 1
6020, ECU1: CC, 1
6030, ECU0: LK, 0
6030, ECU1: CC, 0
6040, ECU0: LK, 1
6040, ECU1: CC, 1
6050, ECU0: LK, 0
6050, ECU1: CC, 0
6060, ECU0: LK, 1
6060, ECU1: CC, 1
6070, ECU0: LK, 0
6070, ECU1: CC, 0
6080, ECU0: LK, 1
6080, ECU1: CC, 1
6090, ECU0: LK, 0
6090, ECU1: CC, 0
6100, ECU0: LK, 1
6100, ECU1: CC, 1
6110, ECU0: LK, 0
6110, ECU1: CC, 0
6120, ECU0: LK, 1
6120, ECU1: CC, 1
6130, ECU0: LK, 0
6130, ECU1: CC, 0
6140, ECU0: LK, 1
6140, ECU1: CC, 1
6150, ECU0: LK, 0
6150, ECU1: CC, 0
6160, ECU0: LK, 1
6160, ECU1: CC, 1
6170, ECU0: LK, 0
6170, ECU1: CC, 0
6180, ECU0: LK, 1
6180, ECU1: CC, 1
6190, ECU0: LK, 0
6190, ECU1: CC, 0
6200, ECU0: LK, 1
6200, ECU1: CC, 1
6210, ECU0: LK, 0
6210, ECU1: CC, 0
6220, ECU0: LK, 1
6220, ECU1: CC, 1
6230, ECU0: LK, 0
6230, ECU1: CC, 0
6240, ECU0: LK, 1
6240, ECU1: CC, 1
6250, ECU0: LK, 0
6250, ECU1: CC, 0
6260, ECU0: LK, 1
6260, ECU1: CC, 1
6270, ECU0: LK, 0
6270, ECU1: CC, 0
6280, ECU0: LK, 1
6280, ECU1: CC, 1
6290, ECU0: LK, 0
6290, ECU1: CC, 0
6300, ECU0: LK, 1
6300, ECU1: CC, 1
6310, ECU0: LK, 0
6310, ECU1: CC, 0
6320, ECU0: LK, 1
6320, ECU1: CC, 1
6330, ECU0: LK, 0
6330, ECU1: CC, 0
6340, ECU0: LK, 1
6340, ECU1: CC, 1
6350, ECU0: LK, 0
6350, ECU1: CC, 0
6360, ECU0: LK, 1
6360, ECU1: CC, 1
6370, ECU0: LK, 0
6370, ECU1: CC, 0
6380, ECU0: LK, 1
6380, ECU1: CC, 1
6390, ECU0: LK, 0
6390, ECU1: CC, 0
6400, ECU0: LK, 1
6400, ECU1: CC, 1
6410, ECU0: LK, 0
6410, ECU1: CC, 0
6420, ECU0: LK, 1
6420, ECU1: CC, 1
6430, ECU0: LK, 0
6430, ECU1: CC, 0
6440, ECU0: LK, 1
6440, ECU1: CC, 1
6450, ECU0: LK, 0
6450, ECU1: CC, 0
6460, ECU0: LK, 1
6460, ECU1: CC, 1
6470, ECU0: LK, 0
6470, ECU1: CC, 0
6480, ECU0: LK, 1
6480, ECU1: CC, 1
6490, ECU0: LK, 0
6490, ECU1: CC, 0
6500, ECU0: LK, 1
6500, ECU1: CC, 1
6510, ECU0: LK, 0
6510, ECU1: CC, 0
6520, ECU0: LK, 1
6520, ECU1: CC, 1
6530, ECU0: LK, 0
6530, ECU1: CC, 0
6540, ECU0: LK, 1
6540, ECU1: CC, 1
6550, ECU0: LK, 0
6550, ECU1: CC, 0
6560, ECU0: LK, 1
6560, ECU1: CC, 1
6570, ECU0: LK, 0
6570, ECU1: CC, 0
6580, ECU0: LK, 1
6580, ECU1: CC, 1
6590, ECU0: LK, 0
6590, ECU1: CC, 0
6600, ECU0: LK, 1
6600, ECU1: CC, 1
6610, ECU0: LK, 0
6610, ECU1: CC, 0
6620, ECU0: LK, 1
6620, ECU1: CC, 1
6630, ECU0: LK, 0
6630, ECU1: CC, 0
6640, ECU0: LK, 1
6640, ECU1: CC, 1
6650, ECU0: LK, 0
6650, ECU1: CC, 0
6660, ECU0: LK, 1
6660, ECU1: CC, 1
6670, ECU0: LK, 0
6670, ECU1: CC, 0
6680, ECU0: LK, 1
6680, ECU1: CC, 1
6690, ECU0: LK, 0
6690, ECU1: CC, 0
6700, ECU0: LK, 1
6700, ECU1: CC, 1
6710, ECU0: LK, 0
6710, ECU1: CC, 0
6720, ECU0: LK, 1
6720, ECU1: CC, 1
6730, ECU0: LK, 0
6730, ECU1: CC, 0
6740, ECU0: LK, 1
6740, ECU1: CC, 1
6750, ECU0: LK, 0
6750, ECU1: CC, 0
6760, ECU0: LK, 1
6760, ECU1: CC, 1
6770, ECU0: LK, 0
6770, ECU1: CC, 0
6780, ECU0: LK, 1
6780, ECU1: CC, 1
6790, ECU0: LK, 0
6790, ECU1: CC, 0
6800, ECU0: LK, 1
6800, ECU1: CC, 1
6810, ECU0: LK, 0
6810, ECU1: CC, 0
6820, ECU0: LK, 1
6820, ECU1: CC, 1
6830, ECU0: LK, 0
6830, ECU1: CC, 0
6840, ECU0: LK, 1
6840, ECU1: CC, 1
6850, ECU0: LK, 0
6850, ECU1: CC, 0
6860, ECU0: LK, 1
6860, ECU1: CC, 1
6870, ECU0: LK, 0
6870, ECU1: CC, 0
6880, ECU0: LK, 1
6880, ECU1: CC, 1
6890, ECU0: LK, 0
6890, ECU1: CC, 0
6900, ECU0: LK, 1
6900, ECU1: CC, 1
6910, ECU0: LK, 0
6910, ECU1: CC, 0
6920, ECU0: LK, 1
6920, ECU1: CC, 1
6930, ECU0: LK, 0
6930, ECU1: CC, 0
6940, ECU0: LK, 1
6940, ECU1: CC, 1
6950, ECU0: LK, 0
6950, ECU1: CC, 0
6960, ECU0: LK, 1
6960, ECU1: CC, 1
6970, ECU0: LK, 0
6970, ECU1: CC, 0
6980, ECU0: LK, 1
6980, ECU1: CC, 1
6990, ECU0: LK, 0
6990, ECU1: CC, 0
7000, ECU0: LK, 1
7000, ECU1: CC, 1
7010, ECU0: LK, 0
7010, ECU1: CC, 0
7020, ECU0: LK, 1
7020, ECU1: CC, 1
7030, ECU0: LK, 0
7030, ECU1: CC, 0
7040, ECU0: LK, 1
7040, ECU1: CC, 1
7050, ECU0: LK, 0
7050, ECU1: CC, 0
7060, ECU0: LK, 1
7060, ECU1: CC, 1
7070, ECU0: LK, 0
7070, ECU1: CC, 0
7080, ECU0: LK, 1
7080, ECU1: CC, 1
7090, ECU0: LK, 0
7090, ECU1: CC, 0
7100, ECU0: LK, 1
7100, ECU1: CC, 1
7110, ECU0: LK, 0
7110, ECU1: CC, 0
7120, ECU0: LK, 1
7120, ECU1: CC, 1
7130, ECU0: LK, 0
7130, ECU1: CC, 0
7140, ECU0: LK, 1
7140, ECU1: CC, 1
7150, ECU0: LK, 0
7150, ECU1: CC, 0
7160, ECU0: LK, 1
7160, ECU1: CC, 1
7170, ECU0: LK, 0
7170, ECU1: CC, 0
7180, ECU0: LK, 1
7180, ECU1: CC, 1
7190, ECU0: LK, 0
7190, ECU1: CC, 0
7200, ECU0: LK, 1
7200, ECU1: CC, 1
7210, ECU0: LK, 0
7210, ECU1: CC, 0
7220, ECU0: LK, 1
7220, ECU1: CC, 1
7230, ECU0: LK, 0
7230, ECU1: CC, 0
7240, ECU0: LK, 1
7240, ECU1: CC, 1
7250, ECU0: LK, 0
7250, ECU1: CC, 0
7260, ECU0: LK, 1
7260, ECU1: CC, 1
7270, ECU0: LK, 0
7270, ECU1: CC, 0
7280, ECU0: LK, 1
7280, ECU1: CC, 1
7290, ECU0: LK, 0
7290, ECU1: CC, 0
7300, ECU0: LK, 1
7300, ECU1: CC, 1
7310, ECU0: LK, 0
7310, ECU1: CC, 0
7320, ECU0: LK, 1
7320, ECU1: CC, 1
7330, ECU0: LK, 0
7330, ECU1: CC, 0
7340, ECU0: LK, 1
7340, ECU1: CC, 1
7350, ECU0: LK, 0
7350, ECU1: CC, 0
7360, ECU0: LK, 1
7360, ECU1: CC, 1
7370, ECU0: LK, 0
7370, ECU1: CC, 0
7380, ECU0: LK, 1
7380, ECU1: CC, 1
7390, ECU0: LK, 0
7390, ECU1: CC, 0
7400, ECU0: LK, 1
7400, ECU1: CC, 1
7410, ECU0: LK, 0
7410, ECU1: CC, 0
7420, ECU0: LK, 1
7420, ECU1: CC, 1
7430, ECU0: LK, 0
7430, ECU1: CC, 0
7440, ECU0: LK, 1
7440, ECU1: CC, 1
7450, ECU0: LK, 0
7450, ECU1: CC, 0
7460, ECU0: LK, 1
7460, ECU1: CC, 1
7470, ECU0: LK, 0
7470, ECU1: CC, 0
7480, ECU0: LK, 1
7480, ECU1: CC, 1
7490, ECU0: LK, 0
7490, ECU1: CC, 0
7500, ECU0: LK, 1
7500, ECU1: CC, 1
7510, ECU0: LK, 0
7510, ECU1: CC, 0
7520, ECU0: LK, 1
7520, ECU1: CC, 1
7530, ECU0: LK, 0
7530, ECU1: CC, 0
7540, ECU0: LK, 1
7540, ECU1: CC, 1
7550, ECU0: LK, 0
7550, ECU1: CC, 0
7560, ECU0: LK, 1
7560, ECU1: CC, 1
7570, ECU0: LK, 0
7570, ECU1: CC, 0
7580, ECU0: LK, 1
7580, ECU1: CC, 1
7590, ECU0: LK, 0
7590, ECU1: CC, 0
7600, ECU0: LK, 1
7600, ECU1: CC, 1
7610, ECU0: LK, 0
7610, ECU1: CC, 0
7620, ECU0: LK, 1
7620, ECU1: CC, 1
7630, ECU0: LK, 0
7630, ECU1: CC, 0
7640, ECU0: LK, 1
7640, ECU1: CC, 1
7650, ECU0: LK, 0
7650, ECU1: CC, 0
7660, ECU0: LK, 1
7660, ECU1: CC, 1
7670, ECU0: LK, 0
7670, ECU1: CC, 0
7680, ECU0: LK, 1
7680, ECU1: CC, 1
7690, ECU0: LK, 0
7690, ECU1: CC, 0
7700, ECU0: LK, 1
7700, ECU1: CC, 1
7710, ECU0: LK, 0
7710, ECU1: CC, 0
7720, ECU0: LK, 1
7720, ECU1: CC, 1
7730, ECU0: LK, 0
7730, ECU1: CC, 0
7740, ECU0: LK, 1
7740, ECU1: CC, 1
7750, ECU0: LK, 0
7750, ECU1: CC, 0
7760, ECU0: LK, 1
7760, ECU1: CC, 1
7770, ECU0: LK, 0
7770, ECU1: CC, 0
7780, ECU0: LK, 1
7780, ECU1: CC, 1
7790, ECU0: LK, 0
7790, ECU1: CC, 0
7800, ECU0: LK, 1
7800, ECU1: CC, 1
7810, ECU0: LK, 0
7810, ECU1: CC, 0
7820, ECU0: LK, 1
7820, ECU1: CC, 1
7830, ECU0: LK, 0
7830, ECU1: CC, 0
7840, ECU0: LK, 1
7840, ECU1: CC, 1
7850, ECU0: LK, 0
7850, ECU1: CC, 0
7860, ECU0: LK, 1
7860, ECU1: CC, 1
7870, ECU0: LK, 0
7870, ECU1: CC, 0
7880, ECU0: LK, 1
7880, ECU1: CC, 1
7890, ECU0: LK, 0
7890, ECU1: CC, 0
7900, ECU0: LK, 1
7900, ECU1: CC, 1
7910, ECU0: LK, 0
7910, ECU1: CC, 0
7920, ECU0: LK, 1
7920, ECU1: CC, 1
7930, ECU0: LK, 0
7930, ECU1: CC, 0
7940, ECU0: LK, 1
7940, ECU1: CC, 1
7950, ECU0: LK, 0
7950, ECU1: CC, 0
7960, ECU0: LK, 1
7960, ECU1: CC, 1
7970, ECU0: LK, 0
7970, ECU1: CC, 0
7980, ECU0: LK, 1
7980, ECU1: CC, 1
7990, ECU0: LK, 0
7990, ECU1: CC, 0
8000, ECU0: LK, 1
8000, ECU1: CC, 1
8010, ECU0: LK, 0
8010, ECU1: CC, 0
8020, ECU0: LK, 1
8020, ECU1: CC, 1
8030, ECU0: LK, 0
8030, ECU1: CC, 0
8040, ECU0: LK, 1
8040, ECU1: CC, 1
8050, ECU0: LK, 0
8050, ECU1: CC, 0
8060, ECU0: LK, 1
8060, ECU1: CC, 1
8070, ECU0: LK, 0
8070, ECU1: CC, 0
8080, ECU0: LK, 1
8080, ECU1: CC, 1
8090, ECU0: LK, 0
8090, ECU1: CC, 0
8100, ECU0: LK, 1
8100, ECU1: CC, 1
8110, ECU0: LK, 0
8110, ECU1: CC, 0
8120, ECU0: LK, 1
8120, ECU1: CC, 1
8130, ECU0: LK, 0
8130, ECU1: CC, 0
8140, ECU0: LK, 1
8140, ECU1: CC, 1
8150, ECU0: LK, 0
8150, ECU1: CC, 0
8160, ECU0: LK, 1
8160, ECU1: CC, 1
8170, ECU0: LK, 0
8170, ECU1: CC, 0
8180, ECU0: LK, 1
8180, ECU1: CC, 1
8190, ECU0: LK, 0
8190, ECU1: CC, 0
8200, ECU0: LK, 1
8200, ECU1: CC, 1
8210, ECU0: LK, 0
8210, ECU1: CC, 0
8220, ECU0: LK, 1
8220, ECU1: CC, 1
8230, ECU0: LK, 0
8230, ECU1: CC, 0
8240, ECU0: LK, 1
8240, ECU1: CC, 1
8250, ECU0: LK, 0
8250, ECU1: CC, 0
8260, ECU0: LK, 1
8260, ECU1: CC, 1
8270, ECU0: LK, 0
8270, ECU1: CC, 0
8280, ECU0: LK, 1
8280, ECU1: CC, 1
8290, ECU0: LK, 0
8290, ECU1: CC, 0
8300, ECU0: LK, 1
8300, ECU1: CC, 1
8310, ECU0: LK, 0
8310, ECU1: CC, 0
8320, ECU0: LK, 1
8320, ECU1: CC, 1
8330, ECU0: LK, 0
8330, ECU1: CC, 0
8340, ECU0: LK, 1
8340, ECU1: CC, 1
8350, ECU0: LK, 0
8350, ECU1: CC, 0
8360, ECU0: LK, 1
8360, ECU1: CC, 1
8370, ECU0: LK, 0
8370, ECU1: CC, 0
8380, ECU0: LK, 1
8380, ECU1: CC, 1
8390, ECU0: LK, 0
8390, ECU1: CC, 0
8400, ECU0: LK, 1
8400, ECU1: CC, 1
8410, ECU0: LK, 0
8410, ECU1: CC, 0
8420, ECU0: LK, 1
8420, ECU1: CC, 1
8430, ECU0: LK, 0
8430, ECU1: CC, 0
8440, ECU0: LK, 1
8440, ECU1: CC, 1
8450, ECU0: LK, 0
8450, ECU1: CC, 0
8460, ECU0: LK, 1
8460, ECU1: CC, 1
8470, ECU0: LK, 0
8470, ECU1: CC, 0
8480, ECU0: LK, 1
8480, ECU1: CC, 1
8490, ECU0: LK, 0
8490, ECU1: CC, 0
8500, ECU0: LK, 1
8500, ECU1: CC, 1
8510, ECU0: LK, 0
8510, ECU1: CC, 0
8520, ECU0: LK, 1
8520, ECU1: CC, 1
8530, ECU0: LK, 0
8530, ECU1: CC, 0
8540, ECU0: LK, 1
8540, ECU1: CC, 1
8550, ECU0: LK, 0
8550, ECU1: CC, 0
8560, ECU0: LK, 1
8560, ECU1: CC, 1
8570, ECU0: LK, 0
8570, ECU1: CC, 0
8580, ECU0: LK, 1
8580, ECU1: CC, 1
8590, ECU0: LK, 0
8590, ECU1: CC, 0
8600, ECU0: LK, 1
8600, ECU1: CC, 1
8610, ECU0: LK, 0
8610, ECU1: CC, 0
8620, ECU0: LK, 1
8620, ECU1: CC, 1
8630, ECU0: LK, 0
8630, ECU1: CC, 0
8640, ECU0: LK, 1
8640, ECU1: CC, 1
8650, ECU0: LK, 0
8650, ECU1: CC, 0
8660, ECU0: LK, 1
8660, ECU1: CC, 1
8670, ECU0: LK, 0
8670, ECU1: CC, 0
8680, ECU0: LK, 1
8680, ECU1: CC, 1
8690, ECU0: LK, 0
8690, ECU1: CC, 0
8700, ECU0: LK, 1
8700, ECU1: CC, 1
8710, ECU0: LK, 0
8710, ECU1: CC, 0
8720, ECU0: LK, 1
8720, ECU1: CC, 1
8730, ECU0: LK, 0
8730, ECU1: CC, 0
8740, ECU0: LK, 1
8740, ECU1: CC, 1
8750, ECU0: LK, 0
8750, ECU1: CC, 0
8760, ECU0: LK, 1
8760, ECU1: CC, 1
8770, ECU0: LK, 0
8770, ECU1: CC, 0
8780, ECU0: LK, 1
8780, ECU1: CC, 1
8790, ECU0: LK, 0
8790, ECU1: CC, 0
8800, ECU0: LK, 1
8800, ECU1: CC, 1
8810, ECU0: LK, 0
8810, ECU1: CC, 0
8820, ECU0: LK, 1
8820, ECU1: CC, 1
8830, ECU0: LK, 0
8830, ECU1: CC, 0
8840, ECU0: LK, 1
8840, ECU1: CC, 1
8850, ECU0: LK, 0
8850, ECU1: CC, 0
8860, ECU0: LK, 1
8860, ECU1: CC, 1
8870, ECU0: LK, 0
8870, ECU1: CC, 0
8880, ECU0: LK, 1
8880, ECU1: CC, 1
8890, ECU0: LK, 0
8890, ECU1: CC, 0
8900, ECU0: LK, 1
8900, ECU1: CC, 1
8910, ECU0: LK, 0
8910, ECU1: CC, 0
8920, ECU0: LK, 1
8920, ECU1: CC, 1
8930, ECU0: LK, 0
8930, ECU1: CC, 0
8940, ECU0: LK, 1
8940, ECU1: CC, 1
8950, ECU0: LK, 0
8950, ECU1: CC, 0
8960, ECU0: LK, 1
8960, ECU1: CC, 1
8970, ECU0: LK, 0
8970, ECU1: CC, 0
8980, ECU0: LK, 1
8980, ECU1: CC, 1
8990, ECU0: LK, 0
8990, ECU1: CC, 0
9000, ECU0: LK, 1
9000, ECU1: CC, 1
9010, ECU0: LK, 0
9010, ECU1: CC, 0
9020, ECU0: LK, 1
9020, ECU1: CC, 1
9030, ECU0: LK, 0
9030, ECU1: CC, 0
9040, ECU0: LK, 1
9040, ECU1: CC, 1
9050, ECU0: LK, 0
9050, ECU1: CC, 0
9060, ECU0: LK, 1
9060, ECU1: CC, 1
9070, ECU0: LK, 0
9070, ECU1: CC, 0
9080, ECU0: LK, 1
9080, ECU1: CC, 1
9090, ECU0: LK, 0
9090, ECU1: CC, 0
9100, ECU0: LK, 1
9100, ECU1: CC, 1
9110, ECU0: LK, 0
9110, ECU1: CC, 0
9120, ECU0: LK, 1
9120, ECU1: CC, 1
9130, ECU0: LK, 0
9130, ECU1: CC, 0
9140, ECU0: LK, 1
9140, ECU1: CC, 1
9150, ECU0: LK, 0
9150, ECU1: CC, 0
9160, ECU0: LK, 1
9160, ECU1: CC, 1
9170, ECU0: LK, 0
9170, ECU1: CC, 0
9180, ECU0: LK, 1
9180, ECU1: CC, 1
9190, ECU0: LK, 0
9190, ECU1: CC, 0
9200, ECU0: LK, 1
9200, ECU1: CC, 1
9210, ECU0: LK, 0
9210, ECU1: CC, 0
9220, ECU0: LK, 1
9220, ECU1: CC, 1
9230, ECU0: LK, 0
9230, ECU1: CC, 0
9240, ECU0: LK, 1
9240, ECU1: CC, 1
9250, ECU0: LK, 0
9250, ECU1: CC, 0
9260, ECU0: LK, 1
9260, ECU1: CC, 1
9270, ECU0: LK, 0
9270, ECU1: CC, 0
9280, ECU0: LK, 1
9280, ECU1: CC, 1
9290, ECU0: LK, 0
9290, ECU1: CC, 0
9300, ECU0: LK, 1
9300, ECU1: CC, 1
9310, ECU0: LK, 0
9310, ECU1: CC, 0
9320, ECU0: LK, 1
9320, ECU1: CC, 1
9330, ECU0: LK, 0
9330, ECU1: CC, 0
9340, ECU0: LK, 1
9340, ECU1: CC, 1
9350, ECU0: LK, 0
9350, ECU1: CC, 0
9360, ECU0: LK, 1
9360, ECU1: CC, 1
9370, ECU0: LK, 0
9370, ECU1: CC, 0
9380, ECU0: LK, 1
9380, ECU1: CC, 1
9390, ECU0: LK, 0
9390, ECU1: CC, 0
9400, ECU0: LK, 1
9400, ECU1: CC, 1
9410, ECU0: LK, 0
9410, ECU1: CC, 0
9420, ECU0: LK, 1
9420, ECU1: CC, 1
9430, ECU0: LK, 0
9430, ECU1: CC, 0
9440, ECU0: LK, 1
9440, ECU1: CC, 1
9450, ECU0: LK, 0
9450, ECU1: CC, 0
9460, ECU0: LK, 1
9460, ECU1: CC, 1
9470, ECU0: LK, 0
9470, ECU1: CC, 0
9480, ECU0: LK, 1
9480, ECU1: CC, 1
9490, ECU0: LK, 0
9490, ECU1: CC, 0
9500, ECU0: LK, 1
9500, ECU1: CC, 1
9510, ECU0: LK, 0
9510, ECU1: CC, 0
9520, ECU0: LK, 1
9520, ECU1: CC, 1
9530, ECU0: LK, 0
9530, ECU1: CC, 0
9540, ECU0: LK, 1
9540, ECU1: CC, 1
9550, ECU0: LK, 0
9550, ECU1: CC, 0
9560, ECU0: LK, 1
9560, ECU1: CC, 1
9570, ECU0: LK, 0
9570, ECU1: CC, 0
9580, ECU0: LK, 1
9580, ECU1: CC, 1
9590, ECU0: LK, 0
9590, ECU1: CC, 0
9600, ECU0: LK, 1
9600, ECU1: CC, 1
9610, ECU0: LK, 0
9610, ECU1: CC, 0
9620, ECU0: LK, 1
9620, ECU1: CC, 1
9630, ECU0: LK, 0
9630, ECU1: CC, 0
9640, ECU0: LK, 1
9640, ECU1: CC, 1
9650, ECU0: LK, 0
9650, ECU1: CC, 0
9660, ECU0: LK, 1
9660, ECU1: CC, 1
9670, ECU0: LK, 0
9670, ECU1: CC, 0
9680, ECU0: LK, 1
9680, ECU1: CC, 1
9690, ECU0: LK, 0
9690, ECU1: CC, 0
9700, ECU0: LK, 1
9700, ECU1: CC, 1
9710, ECU0: LK, 0
9710, ECU1: CC, 0
9720, ECU0: LK, 1
9720, ECU1: CC, 1
9730, ECU0: LK, 0
9730, ECU1: CC, 0
9740, ECU0: LK, 1
9740, ECU1: CC, 1
9750, ECU0: LK, 0
9750, ECU1: CC, 0
9760, ECU0: LK, 1
9760, ECU1: CC, 1
9770, ECU0: LK, 0
9770, ECU1: CC, 0
9780, ECU0: LK, 1
9780, ECU1: CC, 1
9790, ECU0: LK, 0
9790, ECU1: CC, 0
9800, ECU0: LK, 1
9800, ECU1: CC, 1
9810, ECU0: LK, 0
9810, ECU1: CC, 0
9820, ECU0: LK, 1
9820, ECU1: CC, 1
9830, ECU0: LK, 0
9830, ECU1: CC, 0
9840, ECU0: LK, 1
9840, ECU1: CC, 1
9850, ECU0: LK, 0
9850, ECU1: CC, 0
9860, ECU0: LK, 1
9860, ECU1: CC, 1
9870, ECU0: LK, 0
9870, ECU1: CC, 0
9880, ECU0: LK, 1
9880, ECU1: CC, 1
9890, ECU0: LK, 0
9890, ECU1: CC, 0
9900, ECU0: LK, 1
9900, ECU1: CC, 1
9910, ECU0: LK, 0
9910, ECU1: CC, 0
9920, ECU0: LK, 1
9920, ECU1: CC, 1
9930, ECU0: LK, 0
9930, ECU1: CC, 0
9940, ECU0: LK, 1
9940, ECU1: CC, 1
9950, ECU0: LK, 0
9950, ECU1: CC, 0
9960, ECU0: LK, 1
9960, ECU1: CC, 1
9970, ECU0: LK, 0
9970, ECU1: CC, 0
9980, ECU0: LK, 1
9980, ECU1: CC, 1
9990, ECU0: LK, 0
9990, ECU1: CC, 0
10000, ECU0: LK, 1
10000, ECU1: CC, 1
10010, ECU0: LK, 0
10010, ECU1: CC, 0
10020, ECU0: LK, 1
